"Nombre","Pistas","Dirección","Teléfono","Correo","Página Web","Plataforma de Reserva"
"7 Pàdel","","Polígon Industrial de, Carrer dels Llanterners, 6, 46014, Valencia","+34615071010","info@padel.com","https://padelizados.es/es-es/i/75-7-padel/","N/A"
"Club Valenciano de Natación","","Camino Viejo de Carpesa a Moncada, sn, 46025, Valencia","+34961850360","escuelas.vacacionales@ucv.es","https://padelizados.es/es-es/i/141-club-valenciano-de-natacion/","N/A"
"Orven Sport Palas de pádel","","Passeig Penyal d'Ifach, 46980, Valencia","+34664136864","contacto@gmail.com","https://padelizados.es/es-es/i/511-orven-sport-palas-de-padel/","N/A"
"Enjoy Samaranch","","Av. de França, 62, 46023, Valencia","+34963289140","","https://padelizados.es/es-es/i/681-enjoy-samaranch/","N/A"
"Ligas Pádel Valencia","","Carrer del Baró de Patraix, 17, 12 12, 46018, Valencia","+34965028221","ligaspadelvalencia@gmail.com","https://padelizados.es/es-es/i/1067-ligas-padel-valencia/","N/A"
"Club de Pádel Carpesa DLX","","Cam. Carpesa Moncada, 2, 46025, Valencia","+34961850360","","https://padelizados.es/es-es/i/1106-club-de-padel-carpesa-dlx/","N/A"
"Pistes de pàdel UPV","","Unnamed Road, 46022, 46022, Valencia","","","https://padelizados.es/es-es/i/1592-pistes-de-padel-upv/","N/A"
"Club Raqueta Valladolid","","C. Padre José Acosta, 2, 47015, Valladolid","+34983632005","","https://padelizados.es/es-es/i/185-club-raqueta-valladolid/","N/A"
"Pádel Arena Valladolid","","N-601, 184, Valladolid","+34983272378","","https://padelizados.es/es-es/i/215-padel-arena-valladolid/","N/A"
"Club Lasa Sport","","Carr. de Rueda, 187, 47008, Valladolid","+34983247110","","https://padelizados.es/es-es/i/147-club-lasa-sport/","N/A"
"The Players","","C. Vázquez de Menchaca, 23, 47008, Valladolid","+34660209600","","https://padelizados.es/es-es/i/319-the-players/","N/A"
"-","","Cam. Bajo Laguna, 25, 47193, Valladolid","+34606756619","","https://padelizados.es/es-es/i/1225--/","N/A"
"Zaratán Padel Indoor","","Av. de Gijón, km 195, 47610, Valladolid","+34693068405","info@zaratanpadelindoor.com","https://padelizados.es/es-es/i/543-zaratan-padel-indoor/","N/A"
"CDO Covaresa | Tu club de deporte y ocio en Valladolid","","C. Felipe Sánchez Román, s/n, 47008, Valladolid","+34983114131","","https://padelizados.es/es-es/i/703-cdo-covaresa-tu-club-de-deporte-y-ocio-en-valladolid/","N/A"
"Pádel Las Norias","","Parque de las Norias de Sta. Victoria, 47008, Valladolid","+34648236803","lasnorias@padelcyl.es","https://padelizados.es/es-es/i/1216-padel-las-norias/","N/A"
"PadelMagic","","C. Plomo, 5, nave 6, 47012, Valladolid","+34615520003","info@padelmagic.es","https://padelizados.es/es-es/i/1549-padelmagic/","N/A"
"Pistas municipales de pádel","","C. Río Ebro, 47162, Valladolid","+34983558367","","https://padelizados.es/es-es/i/1587-pistas-municipales-de-padel/","N/A"
"Padeld10z","","C. Industrias, 7, 47195, Arroyo de la Encomienda","+34983070970","webmaster@padeld10z.com","https://padelizados.es/es-es/i/235-padeld10z/","N/A"
"Safra","","C. Industrias, 26, 47195, Arroyo de la Encomienda","+34619405445","","https://padelizados.es/es-es/i/957-safra/","N/A"
"Pistas Municipales de Pádel de Renedo de Esgueva","","47170, Renedo de Esgueva","","","https://padelizados.es/es-es/i/1557-pistas-municipales-de-padel-de-renedo-de-esgueva/","N/A"
"Gustavo Pratto Academy","","Gta. la Flecha, 47195, Arroyo de la Encomienda","+34682536398","academy@gustavopratto.com","https://padelizados.es/es-es/i/1496-gustavo-pratto-academy/","N/A"
"Social Torrelago Wellness Club, Laguna de Duero","","Av. de Las Salinas, 1, 47140, Laguna de Duero","+34663987758","","https://padelizados.es/es-es/i/1354-social-torrelago-wellness-club-laguna-de-duero/","N/A"
"La Lonja del Pádel","","C. Cerezo, 19C, 47193, Cistérniga","+34695911941","","https://padelizados.es/es-es/i/949-la-lonja-del-padel/","N/A"
"Xperience Sport Club","","Av. de Aranzana, 49, 47195, Arroyo de la Encomienda","+34983488406","arroyoxperience@gmail.com","https://padelizados.es/es-es/i/1141-xperience-sport-club/","N/A"
"Pádel Live Indoor","","C. Brezo, 25, 47162, Aldeamayor de San Martín","+34683619375","","https://padelizados.es/es-es/i/638-padel-live-indoor/","N/A"
"Padel Top","","C. Mateo Alemán, 58, 47130, Arroyo de la Encomienda","+34605769939","","https://padelizados.es/es-es/i/515-padel-top/","N/A"
"Pádel Pista Norte - Iparraldeko Padel Jolaslekua","","Alto de Armentia Kalea, 24, 01007, Vitoria / Gasteiz","+34945357131","info@padelpistanorte.com","https://padelizados.es/es-es/i/276-padel-pista-norte-iparraldeko-padel-jolaslekua/","N/A"
"Bakh","","La Biosfera Ibilbidea, 2, 01013, Vitoria / Gasteiz","+34945202831","info@bakh.es","https://padelizados.es/es-es/i/1145-bakh/","N/A"
"Padel Jundiz","","Paduleta Kalea, 26, 01015, Vitoria / Gasteiz","+34945354161","","https://padelizados.es/es-es/i/431-padel-jundiz/","N/A"
"Arrate Club","","Langraiz Etorbidea, 1, 01230, Vitoria / Gasteiz","+34945359930","","https://padelizados.es/es-es/i/1180-arrate-club/","N/A"
"Gorbeia Pádel&Spa","","Carretera Miñano, S/N, 01196, Etxabarri Ibiña","+34680971385","","https://padelizados.es/es-es/i/708-gorbeia-padelspa/","N/A"
"MPC Miranda Pádel Club","","Pol. Ind. Bayas, 17, 09218, Miranda de Ebro","+34682301951","info@asesoriaguiza.com","https://padelizados.es/es-es/i/754-mpc-miranda-padel-club/","N/A"
"CMA Albatros Pádel Zamora","","C. Andres Fernández de Andrada, 37, 49023, Zamora","+34659656185","","https://padelizados.es/es-es/i/590-cma-albatros-padel-zamora/","N/A"
"ACTIVA PADEL LOS LLANOS","","Av. de Salamanca, 89, 49027, Zamora","+34618202496","","https://padelizados.es/es-es/i/682-activa-padel-los-llanos/","N/A"
"Club Pádel Zaragoza","","C. de San Juan Bautista de la Salle, 1, 50012, Zaragoza","+34876776622","oficina@arapadel.com","https://padelizados.es/es-es/i/98-club-padel-zaragoza/","N/A"
"Padel Indoor Square","","Av. de la Diag., 3, Nave c, 50197, Zaragoza","+34876768478","info@padelplaza.es","https://padelizados.es/es-es/i/96-padel-indoor-square/","N/A"
"Regal Club Padel Zaragoza","","CC Alcampo Los Enlaces, N-II, KM 315, 2, Local 31, 50012, Zaragoza","+34976300003","rrhh@regalpadelclub.com","https://padelizados.es/es-es/i/113-regal-club-padel-zaragoza/","N/A"
"Urban Sport","","SPORT HUB, C. de Augusto Bebel, 16, 50015, Zaragoza","+34638289240","info@usport.es","https://padelizados.es/es-es/i/785-urban-sport/","N/A"
"Helios Swimming Center","","Av. de José Atarés, 1, 50018, Zaragoza","+34976520255","socios@cnhelios.com","https://padelizados.es/es-es/i/65-helios-swimming-center/","N/A"
"Club deportivo MONTECANAL","","C. de la Mesta, s/n, 50012, Zaragoza","+34976755800","cdmontecanal@cdmontecanal.com","https://padelizados.es/es-es/i/298-club-deportivo-montecanal/","N/A"
"Padel Indoor Aragón","","Cam. la Raya, s/n, 50002, Zaragoza","+34685653762","info@padelindooraragon.com","https://padelizados.es/es-es/i/238-padel-indoor-aragon/","N/A"
"Metropolitan Paraiso","","Residencial Paraíso, 10, 50008, Zaragoza","+34976221998","","https://padelizados.es/es-es/i/1046-metropolitan-paraiso/","N/A"
"Piscinas Balsas Ebro Viejo","","C. del Teniente Ortiz de Zárate, 10, 50015, Zaragoza","+34976511730","crevpiscinas@gmail.com","https://padelizados.es/es-es/i/1175-piscinas-balsas-ebro-viejo/","N/A"
"Open padel","","C. Espliego, 40, 50820, Zaragoza","+34660882016","","https://padelizados.es/es-es/i/440-open-padel/","N/A"
"Parque Deportivo Ebro","","Parque Deportivo Ebro, Cam. de Monzalbarba, 318, 50011, Zaragoza","+34639454506","","https://padelizados.es/es-es/i/757-parque-deportivo-ebro/","N/A"
"White Gym","","Cam. Almotilla, 1, 50012, Zaragoza","+34976557371","info@whitegym.es","https://padelizados.es/es-es/i/1263-white-gym/","N/A"
"Entrenador Personal y Dietista - Roberto Simón","","Rda. del Ibón de Plan, 24, 50011, Zaragoza","+34686326597","soko00gs@gmail.com","https://padelizados.es/es-es/i/1424-entrenador-personal-y-dietista-roberto-simon/","N/A"
"AllPadel","","50002, Zaragoza","+34628291653","","https://padelizados.es/es-es/i/1374-allpadel/","N/A"
"Zaragoza Pádel Club","","C. Genoveva Torres Morales, 50006, Zaragoza","+34976795533","info@zaragozapadelclub.es","https://padelizados.es/es-es/i/986-zaragoza-padel-club/","N/A"
